tweets,sentiment,class
@LA_DoubleTree at @LA_DoubleTree by @hilton didn't deliver my luggage. It happened two weeks ago and they have not resolved me. They don't answer me anymore. I have already communicated by DM with you and you don't care. #Hilton #thief #sucks @LA_DoubleTree @DoubleTree @HiltonHotels,-0.4847,-1
"RT @Mr__OG: Yo @ParisHilton check out this custom 1/1 tribute Hppr that @shakkablood has made for you!! 

Peep the cute pooch! And the Pari…",0.5962,1
@meena This lady is much beautiful than #paris #hilton 😊,0.5994,1
"Day 3 of adventures at Hilston Park with @_DWIJ_ .

#fun #Hilton #adventuresbegan https://t.co/loeok1vyoY",0.34,1
"@HiltonNewsroom #wellness The Boulders Resort &amp; Spa Scottsdale, Curio Collection by Hilton.  480-595-3500.  https://t.co/6xg1RSSPEN #bestofboulders #curiocollection #hilton #Mindfulness https://t.co/ijNA0ihu8z",0.0,0
"@HiltonHotels @DoubleTree 
Sitting, waiting in the lobby for our room to be ready.  It’s been an hour. We look homeless, bags, kids. At least the cookies were warm.
#Hilton #Doubletree #vacay 😎😳🥱😴",0.5423,1
#HotelsResorts #Hilton Hilton Plans to Double France Portfolio https://t.co/LuNRuM2G9w https://t.co/Us1NtKHuKh,0.0,0
"We all know that life is better in flip-flops! Join us for Spring Break and leave your winter boots behind.🌴☀️ 

#springbreak #spring #flipflops #funinthesun #sunshine #beach #beachvacation #vacation #hotel #getaway #florida #southflorida #hilton #travel #traveling https://t.co/rv4pn0OBst",0.636,1
Southern Cross Perso - Migration Agent Administrator https://t.co/Gy1mLkECxL #job #Hilton,0.0,0
#Hilton looks packed—more so than Friday night. But not even half the concessions are open. Lost $$ @CycloneATH,-0.4497,-1
"@DoubleTree I know who Mark is (it seems you don't read what I write to you) 
10 days ago, this guy sent the second and last email. He no longer responds to messages or phone calls. Please take responsibility for the incompetence and stupidity of your staff.
#hilton #sucks ,@HiltonHotels",-0.7269,-1
"RT @indiaoutbound: #Hilton beats estimates for quarterly profit &amp; revenue, as vaccinations &amp; rebound in travel in holiday period boosted oc…",0.7964,1
"@DoubleTree Hi Marissa
I know who Mark is (it seems you don't read what I write to you) 
10 days ago, this guy sent the second and last email. He no longer responds to messages or phone calls. Please take responsibility for the incompetence and stupidity of your staff.
#hilton #sucks",-0.7269,-1
"We are #hiring. We are looking for a Coordinator/Admin with #Hilton experience for our hotel in #SilverSpring.  Must know OnQ, Delphi FDC and RNI.  Please DM me if you or someone you know would be a good fit. #hotel #experience",0.7717,1
"@thalia @worldofwomennft this is so hype for women , this is our chance 
lets join it 
@kiktan8 
@boey43293217
#hilton #ThalyWOW",0.4939,1
@CycloneWBB taking care of business... #Sweet16 #Hilton way less anxiety as they win by 23!,0.7836,1
"There is nothing like curling up in fresh hotel sheets.  Visit our website today to make your reservation! 🛏
.
.
.
#hotelsheets #hotellife #travellife #hiltongardeninn #honors #hilton #hiltonhotels #wearehilton #wearehospitality #weloveourguests #visitabq #albuquerque https://t.co/ACutumHzqJ",0.1235,1
@HiltonHonors at @LA_DoubleTree by @hilton didn't deliver my luggage. It happened two weeks ago and they have not resolved me. They don't answer me anymore. I have already communicated by DM with you and you don't care. #Hilton #thief #sucks @LA_DoubleTree @DoubleTree @HiltonHotels https://t.co/XmB0ZgLzFe,-0.4847,-1
"The Power of Now At Transcorp Hilton, Abuja

On March 24-26 join our amazing team to discuss studying abroad and immigration among other important things for your child's future.

#Transcorp #hilton #immigration #Abuja #SOC #SouthernOntarioCollegiate #Cradle2Harvard #Canada #Visa https://t.co/XSxb85Y2Zx",0.7783,1
"Don't miss this epic match! Egypt Vs Senegal on March 25th at OB's bar.
And Enjoy our special menu for fine selection of beverages &amp; snacks that you can choose from to dazzle your night.

#football #footballchallenge #foodlovers #tasteofhilton #Hilton #footballmatches https://t.co/2krp7b0Aqg",0.8144,1
"@HannaLiubakova @ZelenskyyUa My wife and I usually take 3 vacations a year here in the US with #Hilton and #Marriott first choice but ""no more"" until they stop supporting #PutinHitler.
#GloryToUkraine",-0.2836,-1
"Well, it’s #truth thank you ⁦@RyanSerhant⁩ ⁦@BarbaraCorcoran⁩ ⁦@LoriGreiner⁩ ⁦@robertherjavec⁩  BTW/ your in person session on “THE WILL TO WIN” was on point @#hilton in #atlanta  https://t.co/xxUNPk2R8m",0.5574,1
Jus a Friday night at work.....bored 🤦‍♀️ #hotel #frontdesk #Hilton #BoredAtWork https://t.co/xVNAhZLxNW,0.0,0
RT @thetraveltrunk: #HiltonLabriz #Seychelles have a new Giant Tortoise Sanctuary which allows young tortoises to grow. And to educate gues…,0.0,0
@HiltonHotels at @LA_DoubleTree by @hilton didn't deliver my luggage. It happened two weeks ago and they have not resolved me. They don't answer me anymore. I have already communicated by DM with you and you don't care. #Hilton #thief #sucks @LA_DoubleTree @DoubleTree @HiltonHotels https://t.co/1N4J84uUPG,-0.4847,-1
Business traveling is exhausting but at least I was upgraded #hilton,-0.1901,-1
"@thalia @worldofwomennft this is so hype for women , this is our chance 
lets join it 
@kiktan8 
@peng15403602 
#hilton #ThalyWOW",0.4939,1
#dinner at the #sushi #restaurant at #hilton #resortsworld on #bimini. someone walks by with a #speaker and @xstitchingwcat starts a #danceparty. with @xstitchingwcat @merdav @amberislandhops and joe. @rwbimini #bahamas https://t.co/Xyfx0kwSu6,0.0,0
"Don't keep calm... Ignite it on March 25th night! Cheering Egypt Vs Senegal at our OB's bar.
Your favorite game will taste better with our OB's bar menu .

Book your table now at 01000593596

#football #footballchallenge #foodlovers #tasteofhilton #Hilton #footballmatches https://t.co/PY5AoZSfm7",0.8588,1
"Anniversary Maneuvers, 5 years #hilton #love https://t.co/YtbZL6oXcr",0.0,0
Been at #Hilton for both @MarchMadnessWBB games. Only one song sung by a woman. Seriously?! There are some kick-ass female singers whose song would be amazing in the arena. #Equity,0.6239,1
DONT BUY FROM #Warmonger supporting COMPANIES.. they are listed in #yaleschoolofmanagement #HallOfShame for continuing to support PUTINS illegal  #russoukrainian WAR .. include many brands and RW backers .. even #Hilton #Hyatt #Marriott #DunkinDonuts #Subway #TacoBell @votevets https://t.co/ZU8hNIesX5,-0.5622,-1
BEACH LIFE. ☀️ Who else is ready to hit the sand-filled beaches? Loving the @hiltonsandestin too. ❤️ #Hilton #Florida #beach #resort #TheHotelGuide https://t.co/YHlvH1bdhe,0.7506,1
Businesses to boycott because they aren’t pulling out of Russia #dunkindonuts #subway #hilton #hyatt #marriott #tacobell #pizzahut #proctorandgamble,-0.3182,-1
Good morning France #france #breakfast #morning #travel #europe #canopyhotel #hilton @ Canopy Paris Trocadero https://t.co/voMpC8bRNc,0.4404,1
at @LA_DoubleTree by @hilton didn't deliver my luggage. It happened two weeks ago and they have not resolved me. They don't answer me anymore. I have already communicated by DM with you and you don't care. #Hilton #thief #sucks @LA_DoubleTree @DoubleTree @HiltonHotels https://t.co/dl8w6eo9s6,-0.4847,-1
"A lavish new private island resort is set to open in Abu Dhabi next year. Located on Al Nawras Island, the island retreat will be managed by @HiltonHotels.
#brand #dubai #hotels #hilton #abudhabi #growth #islandresort #hotelnews #hospitalitynews #resorts 

https://t.co/nXVhVDgAlJ",0.2023,1
"Hilton Hotel Promotion Backgammon
https://t.co/t84kHjZVwI

#hilton #hotel #promotion #backgammon #manufacturers",0.0,0
#adelaidefestival here i come this weekend + #barossa 😜 hilton yes hello #hilton :),0.6908,1
"At Hillton Study Center, you are equipped with the necessary skills and training to excel in your SAT and IELTS exams. Visit us at Ring Road East, Behind Glory Oil, Danquah Circle, or call (233) 0542 731 818. Click here to contact us via WhatsApp: https://t.co/NjtgX37Flv #hilton https://t.co/nMZ4OmuymR",0.7579,1
"Loved my European vacation, great to be back. #home #vacation #europe #family #aireuropa #spain #paris #italy #hilton @ West Palm Beach, Florida https://t.co/zJuyKHt2T6",0.8402,1
Goodmorning San Jose #costarica #hilton #SanJose2022 #ColdplaySanJose #ColdplayCR #work #landscapephotography #perfect #gm https://t.co/R835rEDbev,0.0,0
"Phoenix Peeps looking for opportunity in Hospitality Industry, looking to get Resort Experience #hospitality #hilton #cheflife #HumanResources https://t.co/oXFydQXN3h",0.4215,1
"Recycle the present for the future!

Our partnership with @hiltonabuja gives us the opportunity to recycle leftover soaps that we donate to rural communities.

Happy Global Recycling Day!

#ACECharity #recycling #SoapforHope #hilton #empowerment https://t.co/3YVJ4E5Slg",0.7955,1
"RT @Moonshot7161969: The list of shame:
https://t.co/0bkTCy1x5t
#UkraineRussiaWar -- #Boycott: #KochNetwork #Subway #Carvel #Schlotzsky #Pr…",-0.4767,-1
"@McLarenF1 @danielricciardo Does it feel good to you guys to still be promoting #Hilton on your car and clothes, a company that is still doing business in #Russia? Shame on you, @McLarenF1! Blood on your hands. @LandoNorris @ZBrownCEO @danielricciardo",0.3802,1
"I'm in PMB and I need a private paying gig for the weekend it can be Driving or Administrative assistance. 

I cant stomach being this free on weekends. So please help me out and I'll help you out❗

#Pietermaritzburg #Hilton https://t.co/Lduik3s2DW",0.9086,1
@Hilton at @LA_DoubleTree by @hilton didn't deliver my luggage. It happened two weeks ago and they have not resolved me. They don't answer me anymore. I have already communicated by DM with you and you don't care. #Hilton #thief #sucks @LA_DoubleTree @DoubleTree @HiltonHotels,-0.4847,-1
@IanPannell @ZelenskyyUa @Yale ESPECIALLY #Hilton #Hyatt #Marriott .. also #BurgerKing whose OLIGARCH owner was just revealed in BVI see @OCCRP SEE #HallOfShame companies.. https://t.co/m9pPU0K5v6 #StandWithUkraine  #YaleUniversity @guardian  @maddow @CNNnewsroom  @business @WSJ  @FinancialTimes,0.0,0
"Palmer House #Hilton hotel’s Ken Price, the ‘last of the great publicists,’ has died at 82 https://t.co/CIb8uK2ICo",0.128,1
"RT @_AliciaAudrey: Are @hilton hotels among those with staff involved in human trafficking? Why did someone attempt to open my room door, W…",0.0,0
"𝑹𝒆𝒂𝒅 𝒕𝒉𝒆 𝒓𝒐𝒐𝒎.

In cozy corners at the Conrad Library, dive into insightful beginnings and eventful endings.

#ConradBengaluru #HiltonHospitality #WeAreHilton #HiltonHonors #Hilton #StaySafe #StayInspired #BangaloreGetaways #BangaloreStaycations #WhatsHotBengaluru https://t.co/C2FiNMCoHT",0.0,0
RT @SHOCKW4VED: @MrNovusOrdo @squad3o3 @YourAnonNews #Hilton and #Marriott hotels are also still doing business in Russia.,0.0,0
