tweets,sentiment,class
"@Marriott Hi, just out of interest, how many people does Putin have to kill before Marriott pulls out of Russia and stops financially supporting the Kremlin. I'm just interested where your line is !
#StandWithUkraine #Marriott #Travel  #Ukraine #tourism",0.3802,1
"Had a worst experience at fairfield by #Marriott belagavi, the #hotel took away the brand reputation from my heart and mind as a #customer.. I had faced infringement in my room and the room being used by other guests allowed by the hotel staff in my absence…#wakeupmarriott",-0.802,-1
"Also, don’t forget to get your Power Women Booklet that comes with vouchers worth ₹20,000! 🙌

#PhoenixPalassio #WomensMarch #WomensDay #Women #Skincare #Cosmetics #Beauty #Makeup #Vouchers #CourtyardAgra #Marriott #Staycation #PalassioLucknow #LucknowCity #PhoenixAtLucknow",0.0,0
"@MarriottBonvoy Just don't need to cancel your reservation, even for a medical reason. No refund. Out thousands $$$  I'll never stay at a Marriott or affiliate. 
#Marriott 
#Sheraton",-0.1179,-1
Top 10 Best #Marriott #Hotels in #Portland #Oregon https://t.co/ZuBfruIBDK,0.7184,1
"""Fast food giants Burger King and #Subway, British retailer Marks &amp; Spencer and hotel chains #Accor and #Marriott are among a number of companies restricted from withdrawing amid complicated franchise agreements.

#BugerKing   #MarksAndSpencer   #Russia 
https://t.co/RkNdYx7RuY",-0.0516,-1
"Your cravings for a pizza out of your comfort zone might just be the right move. Open up to exceptional new delicacies at Sheraton Istanbul Levent.

#Marriott #Sheraton #TheWorldsGatheringPlace #SheratonIstanbulLevent #Taste #Enjoy #MarriottBonvoy #Istanbul https://t.co/ASKNVCT70w",0.3612,1
RT @jamesvgingerich: #Marriott Hit With $24 Million #GDPR Privacy Fine Over #Breach. (Data Breach Today) #Breach #DataBreach https://t.co/7…,0.2023,1
"These companies like blood of Ukrainian. They trade with killers. 

#Cargill, #ADM, #Amerisource, #Bergen, #Mohawk, #Kelloggs, #Bunge, #Pfizer, #Marriott, #InternationalPaper, #Emerson, #Koch, #JohnsonAndJohnson and #ProcterAndGamble #StopRussia #BanRussia #boycottRussia https://t.co/wzoww7yNrW",-0.4215,-1
Ground Broken for Upgrades to the Courtyard at Devon House - https://t.co/etH1VBpw4s via @eturbonews #VisitJamaica #JamaicaTouristBoard #Marriott #CourtYard #Jamaica @RomanceLady,-0.4767,-1
Surprised &amp; disappointed to see #Marriott on this list of companies still doing biz in Russia. Shame on you. https://t.co/OWPwP4YRWi,-0.6486,-1
"@JSchnidman @AMA_Marketing #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers",-0.6486,-1
"Relish your time at Sheraton Istanbul Levent with the company of juicy fruits of any kind to give you the energy you have been missing.

#Marriott #Sheraton #TheWorldsGatheringPlace #SheratonLeventIstanbul #MarriottBonvoy #Tuesday #SheratonMorning #Istanbul https://t.co/AkkUqLqsPY",0.5106,1
"@MBonvoyAssist @MarriottBonvoy @Marriott Hey #Marriott, is it true that the #ElementAtlanta does not take the @AmericanExpress #Bonvoy credit card? How can that be?  Should that not be disclosed? @garyleff @LiveandLetsFly @nytimestravel",0.7131,1
"The Luxury Collection opens Hotel Clio in Denver
@LuxCollection @MarriottBonvoy 
#HotelClioDenverCherryCreek #Marriott #HotelClio #luxury #TheLuxuryCollection #Denver  https://t.co/ClwG5HyC4y",0.0,0
Gotta love my #Marriott Rewards Program! #MRpoints #MembersGetIt #RewardsPoints #FindYourRoute,0.8221,1
"@MollySoat These companies are sponsoring the killings of people🇺🇦 #🇺🇦 #Cargill, #ADM,#Amerisource,#Bergen, #Mohawk,#Kellogg's,#Bunge,#Pfizer,#Marriott,#International paper,#Emerson,#Koch,#Johnson and Johnson and Procter&amp;Gamble https://t.co/abaaYJkoJQ",-0.6705,-1
"@SuzanneUSCC #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/KnH6JMGo57",-0.6486,-1
"Happy Nurooz Joy 🤩❤️💙
#Marriott #Canada #Ontario #Toronto #future #Iran #italya #arezstudio https://t.co/u8eMJLyeIx",0.8176,1
#Marriott and #Hyatt Pump Investments Into How #Hotels Smell https://t.co/iRjHaqm825 https://t.co/PYcH41SnEI,0.0,0
"RT @AloftKathmandu: The #NomNom story right from the kitchen of #Nook.

#AloftHotels #Marriott #MarriottHotels #DeliciousStory #Lunch #Dinn…",0.0,0
"A very happy, cheerful and colourful #Holi to you and your loved ones from team #AloftKathmanduThamel!

#AloftHotels #Marriott #MarriottHotels #Holi2022 #FestivalOfColours #CelebrationsWithMarriott #Nepal #Kathmandu @ShantiHospitality @marriottbonvoy https://t.co/X77cu26Uvp",0.918,1
"For @MarriottIntl and Sandeep Walia, the key to moving into the lifestyle arena is by adding experiences into existing, long-standing hotels. 

#marriottinternational #hotel #travel #tourism #marriott #uae 

https://t.co/nqaGqGukZR",0.0,0
"RT @ghaffariiii: Noor alam faced Worst humiliation at #Marriott hotel #islamabad
#imrankhan 
 #OICInPakistan  #PDMMafiaExposed  #pdm https:…",-0.8316,-1
@thepointsguy Ever since I became titanium elite with Marriott…silver status on united/suite credits/free upgrades to suites…amazing customer service..check please!!! #marriott #hotelparadise #upgradetravel #thepointsguy #hotelmotelholidayinn https://t.co/HRRohU4S1Z,0.4898,1
"@MBonvoyAssist I will be happy to talk to you for your assistance in getting a free room associated with the anniversary of my account.
Or YOU get Chase to message me.
Your customer service ranks
.1 on a scale of 1 to 10.
@MarriottBonvoy
@MarriottIntl 
#Marriott SERVICE
#MarriotHotels shines ☀️",0.7906,1
"Rise &amp; Grind! What helps you focus?

@marriottbonvoy @marriotthotels 
#riseandgrind #hotels #Marriott #travel #workwhiletravel #focus @ Courtyard by Marriott Charleston-North Charleston https://t.co/VdtW6dRuT3",0.4389,1
The Western brands unable to leave Russia because of franchise deals. #RussiaSanctions #M&amp;S #BurgerKing #Marriott #Accor  https://t.co/uQvM6rOGTS,-0.0516,-1
"$MAR #Marriott International #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/so3XyxSShD",0.4588,1
The Twat list of ones to boycott #renault #marksandspencer #burgerking #marriott  https://t.co/95suFvZNIQ,-0.7717,-1
#Ventura Beach #Marriott Review - https://t.co/vLtSAXyzkQ - #CACentralCoast #California #HotelReview #USA https://t.co/fdb0dAzdrf https://t.co/2cBsseJcb6,0.0,0
"@Westin @MarriottBonvoy Sleepless nights in Ukraine, thanks to #marriott. Stop profiting from murder!#marriottbonvoy #boycottmarriott",0.5562,1
"RT @suitesandlobbi1: Marriott Bonvoy is the loyalty program for 30 brands all over the world, here’s everything you wanted to know.
https:/…",0.5423,1
"These companies like blood of Ukrainian. They trade with killers. 

#Cargill, #ADM, #Amerisource, #Bergen, #Mohawk, #Kelloggs, #Bunge, #Pfizer, #Marriott, #InternationalPaper, #Emerson, #Koch, #JohnsonAndJohnson, #jnj and #ProcterAndGamble #StopRussia #BanRussia #boycottRussia https://t.co/wmAwZgalfd",-0.4215,-1
"Experience the true passion of Luxury with Bank Alfalah. Avail up to 45% off on all your favorite restaurants with Cardnival45.

Terms and Conditions Apply*
Available on Select Bank Alfalah Cards.

#BankAlfalah #Marriott #TheWayForward #Cardnival #BAFCards https://t.co/D2j3TeD9cE",0.8316,1
Color POS Manager Cards https://t.co/GBVaJ29xxK #zaxbys #Marriott #Hyatt #burgerworld #ritzcarlton #shakeshack #IHOP #sonicdrivein #foodie #Marriott #courtyardmarriott #Burgerfi #Aloft #raisingcanes #canes #buffalowildwings #Bdubs #daveandbusters #HGI #Hiltongardeninn https://t.co/6ozm55iVp1,0.0,0
"This is a list of Company's still loving their mother #RussianUkrainianWar 

#Subway #PapaJohns #Hyatt #Marriott #KochIndustries aka #GOP #DunkinDonuts #MarriotInternational https://t.co/5SyrBdIRns",0.5994,1
"[4K #Okinawa walk] Take a walk from ...
 
https://t.co/lvqo2qxgcf
 
#Amex #DJI #Goroトラベル #Hilton #Hotel #Lake #Luxualy #Marriott #Ok https://t.co/MN812mzoV0",0.0,0
"Come in explore your winter playground for Spring Break! Florida is nicknamed the sunshine state because of its 237 sunny days of sunshine. 

#springbreak #spring #poolside #funinthesun #sunshine #beach #vacation #downtownorlando #hotel #getaway #florida #orlando #marriott https://t.co/Z2oORIr69F",0.8588,1
"@SuzanneUSCC #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/7Hue36IrwD",-0.6486,-1
"The difficulty that comes with franchising your brand

#BurgerKing #Marriott, #Accor and #MarksandSpencer have around 1,000 stores still open in Russia as they have outsourced operations and don't own the businesses bearing their name

https://t.co/OOiUUnzVDD",-0.34,-1
DONT BUY FROM #Warmonger supporting COMPANIES.. they are listed in #yaleschoolofmanagement #HallOfShame for continuing to support PUTINS illegal  #russoukrainian WAR .. include many brands and RW backers .. even #Hilton #Hyatt #Marriott #DunkinDonuts #Subway #TacoBell @votevets https://t.co/ZU8hNIesX5,-0.5622,-1
RT @TravelAdvisorFL: #Marriott #JWMarriott #EmbassySuites  #Tampa #TampaBay  - @TravelAdvisorFL ✈️ 🧳  Tampa Certified Specialist 👍 #letsgo…,0.0,0
"ALL-INCLUSIVE BY MARRIOTT BONVOY under pending registered trademark approval. Application by Marriott International, Inc. https://t.co/BxJ0VzFbas #ALLINCLUSIVE $MAR #INCLUSIVE #MARRIOTT #BONVOY https://t.co/W8gamlKgM2",0.4767,1
Any fiends on my TL work for #Marriott,0.0,0
"Noor alam faced Worst humiliation at #Marriott hotel #islamabad
#imrankhan 
 #OICInPakistan  #PDMMafiaExposed  #pdm https://t.co/vuT5GjQF3u",-0.8316,-1
"A look at #Marriott's late 2021 court settlement over #ResortFees.....and what it could mean for #travelers.
https://t.co/AYMWYS25kr https://t.co/4j44ACRskD",0.0,0
#Delta #Marriott going full “The Old Man and the Seat.” #RickandMorty https://t.co/DXTcCfS6M5,0.0,0
"RT @7jlo: Lots of honking outside New Marriott in Revere, MA, USA. #StandWithUkriane #hyatt #Marriott #UkraineRussianWar #Ukrainian #Revere…",0.0,0
"time to travel! #MembersGetIt #RewardsPoints #FindYourRoute #MRpoints #marriott March 16, 2022 at 03:59PM",0.0,0
"RT @Nino_at_large: Hey @Marriott , how is that support for Russian atrocities in Ukraine going? #marriott",0.4019,1
"@HannaLiubakova @ZelenskyyUa My wife and I usually take 3 vacations a year here in the US with #Hilton and #Marriott first choice but ""no more"" until they stop supporting #PutinHitler.
#GloryToUkraine",-0.2836,-1
"We all know that life is better in flip-flops! Join us for Spring Break and feel those poolside vibes.🌴☀️ 

#springbreak #spring #poolside #friday #weekend #weekendvibes #funinthesun #sunshine #vacation #hotel #getaway #florida #southflorida #marriott https://t.co/0NYYjlkdHP",0.6588,1
@MarriottBonvoy My family have been loyal Marriott members for years. I am deeply dismayed that Marriott has not pulled out of Russia. #MarriottBonvoy #marriott,-0.024,-1
Have unfinished business to tend to before attending the races at Bristol Motor Speedway? Our convenient business center is just steps from your room so you can quickly tackle your to-do list before the racing fun begins.  https://t.co/uVaaDtjvtS #business #bristol #marriott https://t.co/HziikvfPj8,0.5106,1
"May not have found the pot of gold, but you're still lucky when you join us for St. Patrick's Day celebrations at our Bistro Bar or sip-sip hooray on our patio for a BEERtastic day.🍀🍺 

#stpatricksday #stpattysday #hotel #happystpatricksday #miami #marriott #southflorida https://t.co/UzINmbmkFE",0.899,1
@MarriottBonvoy I’ll think about booking a hotel with #marriott when you stop doing business with #russia,-0.296,-1
"Amazing Ontario 💙❤️
#arezstudio #Toronto #cp24 #Canada #photography #Apple #Walmart #Marriott #PeoplesConvoy https://t.co/HZ4jR8II0r",0.5859,1
"We caught up with @MarriottIntl's Robert Juntke, to talk about how More Cravings by @MarriottBonvoy was born out of the need to position its restaurant portfolio in the increasingly competitive market space.

#marriottinternational #restaurant #marriott

https://t.co/UDgVEKXhUs",0.1779,1
#Marriott #JWMarriott #EmbassySuites  #Tampa #TampaBay  - @TravelAdvisorFL ✈️ 🧳  Tampa Certified Specialist 👍 #letsgo #FL #business #travel #vacation #weekend https://t.co/0T7zOVg6iW,0.0,0
"RT @MEDIATOOLStv: The #HotelSantoMauro, recently renovated, reopens in #Madrid as part of #Marriott's @AC_Hoteles  Luxury Collection. #trav…",0.0,0
"@MollySoat #Cargill, #ADM, #Amerisource, #Bergen, #Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, #Internationalpaper, #Emerson, #Koch, #JohnsonandJohnson and #Procter&amp;Gamble 
Stop finansing war!
#StopWarInUkraine 
#StopRussianAgression",-0.75,-1
I just made a life long friend with someone at my #marriott hotel with another guest who came to find me to tell me the biscuits and gravy had been refilled.  IFKYN https://t.co/LpP1CIA851,0.4939,1
"If you're thinking you can ride out this boycott because your customers will still come back after the war ends BIG MISTAKE #PullOutOfRussia 
#KochIndustries #GeorgiaPacific #GeneralMills #Citibank #subway #burgerking #Halliburton #Barilla #Marriott https://t.co/c1GhGSUbjA",-0.8644,-1
"St Patrick’s evening at the Manor, nearly a full moon... 
#stpatricksday2022 #MarriottBonvoy #autographcollection #StPatricksDay #Marriott https://t.co/VBKnA3xyDe",0.0,0
"Hey @Marriott , how is that support for Russian atrocities in Ukraine going? #marriott",0.4019,1
"Happy Hour at Moxy Osaka Shin Umeda 🥃From 5 pm to 6 pm, Marriott members can drink highball for free.
#marriott 
#marriottbonvoy
#moxyosakashinumeda
#moxy https://t.co/krKPSpuk0x",0.7906,1
"In an attempt to bribe my captors at our present holdout location, the Copenhagen Marriott sent chocolate cake and wine to my kidnappers! Negotiations are moving forward for my safe return!
#copenhagen #marriott #copenhagenmarriotthotel #chocolatecake #roomvithaview #denmark https://t.co/IKSpFWJFjo",0.3987,1
"** Superb Gift Idea - Just £30 **

Marriott Health Club Day Pass for Two People
Full use of health club and leisure facilities
Locations Nationwide

Click https://t.co/TmnhlEffJe for info!

#Marriott #MarriottHealthClub #HealthClub 
@MarriottUK | @Marriot https://t.co/i9YHe3eTNs",0.807,1
"RT @JimmyFitz007: St Patrick’s evening at the Manor, nearly a full moon... 
#stpatricksday2022 #MarriottBonvoy #autographcollection #StPatr…",0.0,0
"The Luxury Collection Debuts Hotel Clio in the Heart of Denver's Vibrant Cherry Creek Neighborhood

#hotels #hotel #collection #luxury #unitedstates #denver #marriott #vibrant #theluxurycollection #diamondrockhospitality #hotelbrand #marriottbonvoy #thelux https://t.co/aJmNdGXZek",0.5267,1
"@JSchnidman @AMA_Marketing #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/4KfWIHX7kr",-0.6486,-1
"RT @suitesandlobbi1: On the edge of Charlotte’s city center Uptown neighborhood, well-placed for business visitors to the city or those tha…",0.0,0
"#PepsiCo, #MarksandSpencer, #BurgerKing, #Marriott, #Accor and #Subway are still trading in Russia.

Boycott the lot.",-0.3182,-1
"We stream the best football games!
Join us this Friday night and let’s watch 2 historical matches full of thrills &amp; excitement.

For reservations, contact us on WhatsApp
0591 591 728

#1010Lounge #Marriott #MarriottDQ #Riyadh #RiyadhRestaurants #VisitSaudi #SaudiArabia #Football",0.908,1
"@AMA_Marketing #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/NXBBszeCkF",-0.6486,-1
#Marriott Hit With $24 Million #GDPR Privacy Fine Over #Breach. (Data Breach Today) #Breach #DataBreach https://t.co/7JrljTWDej https://t.co/Sr5igkG4O9,0.2023,1
"$MAR #Marriott International #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/qS2fEeS81d",0.4588,1
"time to travel! #MembersGetIt #RewardsPoints #FindYourRoute #MRpoints #marriott March 23, 2022 at 03:59PM",0.0,0
"@_R_in_a_ @NeilBradleyDC @MyronBrilliant @EricEversoleHOH Marriott keeps doing business in Russia and sponsoring Putin’s war against Ukraine. Please share this image, tag the company, use #bloodymoney, and pressure it to withdraw from Russian market!
https://t.co/v8Q0FNJyYW

#UkraineRussiaWar #StopRussia #marriott https://t.co/GOn8a7rM8g",-0.4389,-1
#marriott please change the name of your bonvoy support line to “reply in a couple days… maybe support line”,0.7717,1
"Last order for double points! Don’t miss out on this doubly delicious offer when you dine at one of our participating restaurants and bars in your local area.

#Marriott #MarriottBonvoyDining #MarriottBonvoy https://t.co/wxGyrkZlqi",0.5255,1
"Tasty food is our language at 10:10 Lounge!
Join us and dive into the unique taste of our fresh dishes, cooked with love &amp; care.

For reservations, contact us on WhatsApp
0591 591 728

#1010Lounge #Marriott #MarriottDQ #Riyadh #RiyadhRestaurants #VisitSaudi #SaudiArabia",0.9041,1
"Treat yourself to our Summer Spa Delights offer during March.

Benefit from a 30-minutes face and scalp massage with any treatment you choose at Saray Spa.

Book through this link
https://t.co/MYZGfViEJV

#SaraySpa #MarriottDQ #Riyadh #DiplomaticQuarter #Marriott #HotelsInRiyadh",0.8271,1
"Opinion | Stop buying from these companies. They’re funding Putin’s war. - The Washington Post 

I don’t purchase items from any of these businesses; but I am going to have to boycott #Hilton and #Marriott. 

Please #boycott these companies &amp; Hotel chains. https://t.co/IOjiyhP13j",-0.4678,-1
"RT @Frommers: A look at #Marriott's late 2021 court settlement over #ResortFees.....and what it could mean for #travelers.
https://t.co/AYM…",0.0,0
"On this Day, we wish every mother out there a wonderful celebration.
May you always fill our lives with love and tenderness.

#MarriottDQ #Riyadh #DiplomaticQuarter #Marriott #MothersDay",0.9246,1
"Dear @Marriott @MarriottIntl @MarriottVacClub @MarriottResorts @MBonvoyAssist.....

Would love to know your reasons for why you continue to do business in Russia?!

Be on the right side of history and humanity...

#PutinWarCriminal
#PutinWarCrimes

#Marriott
#Ukraine️ https://t.co/cH77E3m3Py",0.7959,1
POS Server Swipe Manager Cards https://t.co/GBVaJ29xxK #zaxbys #Marriott #Hyatt #burgerworld #ritzcarlton #shakeshack #IHOP #sonicdrivein #foodie #Marriott #courtyardmarriott #Burgerfi #Aloft #raisingcanes #canes #buffalowildwings #Bdubs #daveandbusters #HGI #Hiltongardeninn https://t.co/wQjJCRFUnb,0.0,0
"Jaipur Marriott Hotel wishes everyone a very 'Happy Holi'  🙌 

#jaipurmarriott #marriottjaipur #momentswithJM #marriottbonvoy #marriottbonvoymoments #marriott #marriotthotels #jaipurholi #holi #holi2022 #holicelebrations #holijaipur https://t.co/uZrKhaT13c",0.6801,1
"@AMA_Marketing These companies are sponsoring the killings of people 🇺🇦 #Cargill, #ADM,#Amerisource,#Bergen, #Mohawk,#Kellogg's,#Bunge, #Pfizer,#Marriott,#International paper,#Emerson,#Koch,#Johnson and Johnson and Procter&amp;Gamble https://t.co/Den5RWtZeB",-0.6705,-1
"Epic breakfast in the sunny Copenhagen weather, before we hit the road for our next pit stop! Omelettes and Minosas! Onwards and upwards! 
#breakfast #omelette #marriott #copenhagenmarriotthotel #copenhagen #denmark https://t.co/Hj6kcRAC5x",0.3561,1
"Very excited to stay at this hotel! Located at Miami's ""South Beach"", this is definitely one of the best hotels to stay when visiting Southern Florida! @CadillacHotelMB @autographhotels @MarriottIntl #cadillachotel #Miami #autograpcollection #marriott #tripplus #vacationmode https://t.co/1ujyeyMFDS",0.88,1
"First Images: Sapphire House is Antwerp’s Most Stylish New Hotel
#Belgium #Antwerp #Flanders #architecture #Marriott #AutographCollection 
@visitflanders @Visit_ANTWERP @visiteurope @Marriott @MarriottBonvoy @autographhotels @MHKAmuseum @DriesVanNoten
https://t.co/TGJZ5lvU6q",0.0,0
@lesiavasylenko Will be rebooking my #Marriott reservation until they stop funding the #UkraineCrisis. Probably won’t forgive either.,-0.0258,-1
"time to travel! #MembersGetIt #RewardsPoints #FindYourRoute #MRpoints #marriott March 20, 2022 at 03:59PM",0.0,0
"@MaryKayMarrell1 ""#BurgerKing and #Marriott are tied down by complicated legal agreements as they struggle to reconcile two conflicting legal regimes.""",-0.2263,-1
"Marriott Opens First Luxury Safari Lodge In Africa
@MarriottIntl #Marriott 
https://t.co/Ygag41ipO4",0.0,0
Hotel staff stated it is posted on the hotel website that must be 21 or over but cannot find. Reservation rules did not state. #westin #tempe #marriott #age #discrimination,0.0,0
"#Renault and other Western companies like #Nestle and hotel chains like #Marriott #Hyatt and #Hilton want to pretend that everything is normal 

Thousands of innocent lives are lost in most gruesome way. Children and older people are being murdered by bombs #StandWithUkraine️ https://t.co/wYDe0dSEgL",-0.1027,-1
"RT @theaweeffect: If you want to help. Go on Google maps, leave reviews and photos for the Russian people to see the horrors of war. #mosco…",-0.7003,-1
RT @jjfenton: @MarriottBonvoy I’ll think about booking a hotel with #marriott when you stop doing business with #russia,-0.296,-1
"@AMA_Marketing #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/CVIDm5Mtiv",-0.6486,-1
"Get-together with your friends and enjoy a hot cup of coffee in our chill outdoor atmosphere.

For reservations, contact us on WhatsApp
0591 591 728

#1010Lounge #Marriott #MarriottDQ #Riyadh #RiyadhRestaurants #VisitSaudi #SaudiArabia #Coffee",0.743,1
"#Marriott International (@MarriottIntl) to open its first #luxury #safari lodge in 2023. #news #business #Africa #travel #hospitality
https://t.co/ynBsKKLAxS",0.0,0
Hard to think of a better view from the hotel room in Budapest. #Marriott. Looking forward to a few days with Hungarian wine. https://t.co/on2pJB3Bqh,0.3612,1
RT @ugagrad: @MBonvoyAssist I will be happy to talk to you for your assistance in getting a free room associated with the anniversary of my…,0.7906,1
"For decades, Marriott has achieved success as a leader in hospitality research efforts. Detailed information about the next Marriott International. https://t.co/Di3IBEbWEj

#success #research #hospitality #leader #marriott #marriottinternational #nurture #empower #sustainabilty https://t.co/87Up6Bj9zh",0.5719,1
"RT @indiaoutbound: After over 60 years at helm, when he grew @Marriott to 8000 properties in 139 countries, JW Marriott Jr tells board of @…",0.516,1
"@AMA_Marketing Please remove these companies from retail:  #Cargill, #ADM, #Amerisource, #Bergen, #Mohawk, #Kelloggs, #Bunge, #Pfizer, #Marriott, #InternationalPaper, #Emerson, #Koch, #JohnsonAndJohnson and #ProcterAndGamble  

They sponsor bloody russian war and Putin! Stand with Ukraine! 🇺🇦",-0.7256,-1
Today will go how I claim it will go! Today will be a #greatday #happysunday #firstdayofspring #feelinggood #marriott #pittsburgh https://t.co/4frQH4FTPr,0.0,0
"@MyronBrilliant @BIG_ARTS #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/AIhDMw858o",-0.6486,-1
@IanPannell @ZelenskyyUa @Yale ESPECIALLY #Hilton #Hyatt #Marriott .. also #BurgerKing whose OLIGARCH owner was just revealed in BVI see @OCCRP SEE #HallOfShame companies.. https://t.co/m9pPU0K5v6 #StandWithUkraine  #YaleUniversity @guardian  @maddow @CNNnewsroom  @business @WSJ  @FinancialTimes,0.0,0
RT @indiaoutbound: #Marriott hotels signs deal to enter #safari segment in Africa by setting up @Marriott #MasaiMara Lodge in @MasaiMara_Ke…,0.0,0
"@AMA_Marketing #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/hdkCnXMZNp",-0.6486,-1
Hey @Marriott - why are you still in #Russia? This lifetime platinum will not spend another dollar at any #marriott property anywhere in the world as long as you are supporting #PutinsWar of aggression against #ukraine #shameful #leaveUkraine #StopPutin #warCrimes #slaviUkraini,0.1779,1
BOYCOTT #Burgerking #Marriott AND  #Subway - #StandWithUkraine https://t.co/i5V4CkWvFO,-0.4648,-1
"time to travel! #MembersGetIt #RewardsPoints #FindYourRoute #MRpoints #marriott March 21, 2022 at 03:59PM",0.0,0
POS Swipe Cards https://t.co/GBVaJ29xxK #Zaxbys #IHOP #Sonicdrivein #Hilton #Marriott #Cymarriott #ritzcarlton #Hotel #Hotels #restaurants #eatatperkins #HiltonGardenInn #HGI #Friendlys #eatatperkins #shakeshack #hyatthotels #hyattregency #perkinsrestaurant #raisingcanes https://t.co/nQcuLN64Ak,0.0,0
"@BBCWorld ""Marks and Spencer, Burger King, and hotel groups Marriott and Accor"" They can keep Russia imo. Can they keep the rest of the world? #MarksandSpencer #burgerking #Marriott #accor #Ukraine #UkraineUnderAttack #UkraineWar",0.0,0
"@downtownmatt #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/DZOh3LnIId",-0.6486,-1
"RT @AventuraCY: May not have found the pot of gold, but you're still lucky when you join us for St. Patrick's Day celebrations at our Bistr…",0.7579,1
"The sweet weekend rush arrives yet again to shake off the weariness of the week at Goblet &amp; Cup

#Marriott #Sheraton #TheWorldsGatheringPlace #SheratonLeventIstanbul #MarriottBonvoy #PictureOfTheDay #GobletAndCup #Istanbul https://t.co/BucuYKTvB1",0.3182,1
"@AlecStapp #Cargill, ADM, #Amerisource, Bergen, Mohawk, #Kellogg's, #Bunge, #Pfizer, #Marriott, International paper, #Emerson, #Koch, Johnson and Johnson and Procter&amp;Gamble continue their activities in the country of killers, in russia.People urge you to remove their products from retailers https://t.co/BUvFF599d4",-0.6486,-1
A #travelhack from Mike Ferraro @FerracoFTW for finding the best #Marriott #hoel deals via search. #travel #travelboldly https://t.co/hnQ5R5xuRr,0.6369,1
Believe in yourself and realize you are extraordinary today because you are alive.  #success #patience  #perspective #peace #humility #grace #selfawareness #presentyourself #mentaltoughness #Marriott #humanbeing #humanconnection #humanresourceshr #emotionalintelligence #nft #fyp https://t.co/Sb6ORnbvgI,0.3818,1
@Marriott @MarriottBonvoy @MarriottIntl #Marriott @MarriottResorts GET OUT NOW. #UnitedStates #America #Ukraine #Eurooe #Asia #SouthAmerica #Canada #London https://t.co/XJ59FZW7Vc,0.0,0
"Highgate is now one of the largest hospitality management companies in Peru! 

#hospitalitynews #caribbeannews #peruvian #marriott #cala #hospitality 

https://t.co/nqWFBjRvbZ",0.0,0
"Let's Go Parish!
#bonvoyageservices #bonvoyagedxb #bonvoyage #France #Paris #frenchvibes #frenchvibe #marriott #marriottvillage #travel #MarriottsVillagediledeFrance #marriottvacationclub #discover #vacationgreatness #marriottworldwide #experience https://t.co/QVYmaFJxqp",0.0,0
